player_id,player_name,team,nationality,position,sources
7838,Remko Pasveer,Netherlands,Netherlands,,"[""statsbomb_open_data""]"
6983,Remo Freuler,Switzerland,Switzerland,Right Defensive Midfield,"[""statsbomb_open_data""]"
405926,Renaldo Showayne Cephas,Jamaica,Jamaica,Left Attacking Midfield,"[""statsbomb_open_data""]"
26532,Renan Augusto Lodi dos Santos,Atlético Madrid,Brazil,Right Center Midfield,"[""statsbomb_open_data""]"
26397,Renan Brito Soares,Valencia,Brazil,Goalkeeper,"[""statsbomb_open_data""]"
10661,Renate Jansen,Netherlands Women's,Netherlands,Left Center Forward,"[""statsbomb_open_data""]"
38697,Renato Buso,Juventus,Italy,,"[""statsbomb_open_data""]"
29057,Renato Civelli,Lille,Argentina,Right Center Back,"[""statsbomb_open_data""]"
397876,Renato Cunha Valle,Brazil,Brazil,,"[""statsbomb_open_data""]"
26015,Renato Dirnei Florencio,Sevilla,Brazil,Left Center Midfield,"[""statsbomb_open_data""]"
5523,Renato Fabrizio Tapia Cortijo,Celta Vigo,Peru,Center Defensive Midfield,"[""statsbomb_open_data""]"
3593,Renato Júnior Luz Sanches,Portugal,Portugal,Left Center Midfield,"[""statsbomb_open_data""]"
398693,Renato Portaluppi,Brazil,Brazil,Center Attacking Midfield,"[""statsbomb_open_data""]"
5553,Renato Soares de Oliveira Augusto,Brazil,Brazil,Right Center Midfield,"[""statsbomb_open_data""]"
12326,Renato Steffen,Switzerland,Switzerland,Right Wing,"[""statsbomb_open_data""]"
3200,Renaud Cohade,Saint-Étienne,France,Left Defensive Midfield,"[""statsbomb_open_data""]"
7505,Renaud Ripart,Troyes,France,Right Wing,"[""statsbomb_open_data""]"
20900,Rene Gilmartin,Watford,Ireland,,"[""statsbomb_open_data""]"
3160,Rene Krhin,Córdoba CF,Slovenia,Right Defensive Midfield,"[""statsbomb_open_data""]"
394479,Reno Münz,Bayer Leverkusen,Germany,,"[""statsbomb_open_data""]"
8560,René Adler,Hamburger SV,Germany,Goalkeeper,"[""statsbomb_open_data""]"
398084,René Orlando Houseman,Argentina,Argentina,Left Attacking Midfield,"[""statsbomb_open_data""]"
40268,René Salomon Olembé-Olembé,Leeds United,Cameroon,Left Back,"[""statsbomb_open_data""]"
398754,René Vandereycken,Belgium,Belgium,,"[""statsbomb_open_data""]"
397807,René van de Kerkhof,Netherlands,Netherlands,Left Wing,"[""statsbomb_open_data""]"
23987,Rey Manaj,Barcelona,Albania,Right Center Midfield,"[""statsbomb_open_data""]"
401513,Reynald Lemaître,Guingamp,France,Left Back,"[""statsbomb_open_data""]"
8120,Reza Ghoochannejhad Nournia,Iran,"Iran, Islamic Republic of",,"[""statsbomb_open_data""]"
34206,Rhian Brewster,Liverpool,England,,"[""statsbomb_open_data""]"
19779,Rhiannon Roberts,Liverpool WFC,Wales,Center Defensive Midfield,"[""statsbomb_open_data""]"
42840,Rhiannon Stewart,Reading WFC,England,,"[""statsbomb_open_data""]"
25843,Rhoda Mulaudzi,South Africa Women's,South Africa,Center Forward,"[""statsbomb_open_data""]"
129557,Rhoys Wiggins,AFC Bournemouth,Wales,,"[""statsbomb_open_data""]"
3590,Rhu-endly Martina,Southampton,Curaçao,Right Back,"[""statsbomb_open_data""]"
29396,Rhys Norrington-Davies,Wales,Wales,,"[""statsbomb_open_data""]"
18145,Ria Percival,West Ham United LFC,New Zealand,Right Back,"[""statsbomb_open_data""]"
225383,Ria Öling,WNT Finland,Finland,Left Midfield,"[""statsbomb_open_data""]"
65555,Riaan Hanamub,Namibia,Namibia,Left Back,"[""statsbomb_open_data""]"
18343,Riad Nouri,AC Ajaccio,France,Right Midfield,"[""statsbomb_open_data""]"
31702,Rianna Dean,Tottenham Hotspur Women,England,Center Forward,"[""statsbomb_open_data""]"
46716,Rianna Jarrett,Brighton & Hove Albion WFC,Ireland,Center Forward,"[""statsbomb_open_data""]"
24841,Ricard Puig Martí,Barcelona,Spain,Left Center Midfield,"[""statsbomb_open_data""]"
41732,Ricard Sánchez Sendra,Atlético Madrid,Spain,,"[""statsbomb_open_data""]"
10805,Ricardo Alberto Silveira de Carvalho,FC Porto,Portugal,Left Center Back,"[""statsbomb_open_data""]"
19761,Ricardo Alexandre Martins Soares Pereira,Real Betis,Portugal,Goalkeeper,"[""statsbomb_open_data""]"
5215,Ricardo Andrade Quaresma Bernardo,Portugal,Portugal,Right Midfield,"[""statsbomb_open_data""]"
130711,Ricardo Bagadur,Fiorentina,Croatia,,"[""statsbomb_open_data""]"
26151,Ricardo Daniel Pepi,United States,United States of America,Center Forward,"[""statsbomb_open_data""]"
6352,Ricardo Domingos Barbosa Pereira,OGC Nice,Portugal,Left Back,"[""statsbomb_open_data""]"
398744,Ricardo Enrique Bochini,Argentina,Argentina,Left Center Midfield,"[""statsbomb_open_data""]"
8875,Ricardo Gabriel Álvarez,Sampdoria,Argentina,Right Defensive Midfield,"[""statsbomb_open_data""]"
394418,Ricardo Gallego Redondo,Real Madrid,Spain,Left Back,"[""statsbomb_open_data""]"
398683,Ricardo Gomes Raymundo,Brazil,Brazil,Left Center Back,"[""statsbomb_open_data""]"
68159,Ricardo Goss,South Africa,South Africa,,"[""statsbomb_open_data""]"
6138,Ricardo Guardia Avila,Panama,Panama,Left Center Midfield,"[""statsbomb_open_data""]"
5544,Ricardo Iván Rodríguez Araya,Switzerland,Switzerland,Left Wing Back,"[""statsbomb_open_data""]"
26712,Ricardo Izecson dos Santos Leite,AC Milan,Brazil,Center Attacking Midfield,"[""statsbomb_open_data""]"
10868,Ricardo Jorge Luz Horta,Málaga,Portugal,Right Midfield,"[""statsbomb_open_data""]"
22828,Ricardo Kishna,Lazio,Netherlands,Left Wing,"[""statsbomb_open_data""]"
26626,Ricardo León Brito,Tenerife,Spain,Left Defensive Midfield,"[""statsbomb_open_data""]"
25912,Ricardo López Felipe,Osasuna,Spain,Goalkeeper,"[""statsbomb_open_data""]"
29482,Ricardo Martins Guimarães,Mozambique,Mozambique,Right Defensive Midfield,"[""statsbomb_open_data""]"
19454,Ricardo Miguel Moreira da Costa,Valencia,Portugal,Right Center Back,"[""statsbomb_open_data""]"
38654,Ricardo Omar Giusti,Argentina,Argentina,Right Wing Back,"[""statsbomb_open_data""]"
26505,Ricardo Pérez de Zabalza Goytre,Real Murcia CF,Spain,Left Center Midfield,"[""statsbomb_open_data""]"
42193,Ricardo Roberto Barreto da Rocha,Brazil,Brazil,Right Center Back,"[""statsbomb_open_data""]"
39829,Ricardo Rogério de Brito,Napoli,Brazil,Left Center Midfield,"[""statsbomb_open_data""]"
25858,Ricardo Sanzol Goñi,Osasuna,Spain,Goalkeeper,"[""statsbomb_open_data""]"
40391,Ricardo Wayne Gardner,Bolton Wanderers,Jamaica,Left Back,"[""statsbomb_open_data""]"
25274,Ricardo de Oliveira,Real Zaragoza,Brazil,Left Center Forward,"[""statsbomb_open_data""]"
41768,Riccardo Calafiori,Italy,Italy,Left Center Back,"[""statsbomb_open_data""]"
400470,Riccardo Cestaro,Bologna,Italy,,"[""statsbomb_open_data""]"
34355,Riccardo Fiamozzi,Genoa,Italy,Right Wing Back,"[""statsbomb_open_data""]"
11499,Riccardo Gagliolo,Carpi,Sweden,Left Back,"[""statsbomb_open_data""]"
31321,Riccardo Marchizza,AS Roma,Italy,,"[""statsbomb_open_data""]"
11643,Riccardo Meggiorini,Chievo,Italy,Right Center Forward,"[""statsbomb_open_data""]"
7166,Riccardo Montolivo,AC Milan,Italy,Center Defensive Midfield,"[""statsbomb_open_data""]"
7150,Riccardo Saponara,Empoli,Italy,Center Attacking Midfield,"[""statsbomb_open_data""]"
375887,Riccardo Scimeca,Leicester City,England,Left Center Back,"[""statsbomb_open_data""]"
9791,Richard Duffy,Portsmouth,Wales,,"[""statsbomb_open_data""]"
20447,Richard Dunne,Manchester City,Ireland,Right Center Back,"[""statsbomb_open_data""]"
399300,Richard Gabriel Marcone,Hellas Verona,Italy,,"[""statsbomb_open_data""]"
376516,Richard Hughes,Portsmouth,Scotland,Left Midfield,"[""statsbomb_open_data""]"
26458,Richard Javier Morales Aguirre,Málaga,Uruguay,Right Center Forward,"[""statsbomb_open_data""]"
135988,Richard Larkland King,Jamaica,Jamaica,Right Wing Back,"[""statsbomb_open_data""]"
68757,Richard Ofori Antwi,Ghana,Ghana,Goalkeeper,"[""statsbomb_open_data""]"
31956,Richard Rafael Sánchez Guerrero,Paraguay,Paraguay,,"[""statsbomb_open_data""]"
49395,Richard Rios Montoya,Colombia,Colombia,Right Center Midfield,"[""statsbomb_open_data""]"
40280,Richard Wright,Everton,England,Goalkeeper,"[""statsbomb_open_data""]"
3280,Richarlison de Andrade,Brazil,Brazil,Center Forward,"[""statsbomb_open_data""]"
16120,Richie Laryea,Canada,Canada,Right Wing Back,"[""statsbomb_open_data""]"
15960,Richmond Yiadom Boakye,Elche,Ghana,Right Wing,"[""statsbomb_open_data""]"
40124,Rickie Lambert,West Bromwich Albion,England,Right Center Forward,"[""statsbomb_open_data""]"
161099,Ricky Lallawmawma,Jamshedpur,India,Left Back,"[""statsbomb_open_data""]"
27348,Ricky van Wolfswinkel,Real Betis,Netherlands,Left Center Forward,"[""statsbomb_open_data""]"
12630,Ridle Bote Baku,Wolfsburg,Germany,Right Wing Back,"[""statsbomb_open_data""]"
18734,Rifat Zhemaletdinov,Russia,Russia,Right Defensive Midfield,"[""statsbomb_open_data""]"
25765,Rikako Kobayashi,Japan Women's,Japan,Left Midfield,"[""statsbomb_open_data""]"
15789,Rikke Læntver Sevecke,Everton LFC,Denmark,Left Center Back,"[""statsbomb_open_data""]"
87191,Rikke Marie Madsen,Denmark Women's,Denmark,Left Attacking Midfield,"[""statsbomb_open_data""]"
401930,Riko Ueki,Japan Women's,Japan,Center Forward,"[""statsbomb_open_data""]"
33477,Riley McGree,Australia,Australia,Right Center Forward,"[""statsbomb_open_data""]"
395287,Riley Tanner Rintala,Panama Women's,Panama,Center Forward,"[""statsbomb_open_data""]"
15613,Rinsola Babajide,Liverpool WFC,England,Center Back,"[""statsbomb_open_data""]"
397806,Rinus Israel,Netherlands,Netherlands,Right Back,"[""statsbomb_open_data""]"
40522,Rio Antonio Zoba Mavuba,Lille,France,Left Defensive Midfield,"[""statsbomb_open_data""]"
20171,Rio Ferdinand,Manchester United,England,Right Center Back,"[""statsbomb_open_data""]"
135325,Riola Xhemaili,Switzerland Women's,Switzerland,Right Center Midfield,"[""statsbomb_open_data""]"
401924,Rion Ishikawa,Japan Women's,Japan,Right Center Back,"[""statsbomb_open_data""]"
25624,Risa Shimizu,Japan Women's,Japan,Right Back,"[""statsbomb_open_data""]"
102733,Risto Jankov,North Macedonia,"Macedonia, Republic of",,"[""statsbomb_open_data""]"
17312,Rita Chikwelu,Nigeria Women's,Nigeria,Left Center Midfield,"[""statsbomb_open_data""]"
28782,Ritchie De Laet,Leicester City,Belgium,Right Back,"[""statsbomb_open_data""]"
8361,Ritsu Doan,Japan,Japan,Right Wing,"[""statsbomb_open_data""]"
161117,Ritwik Kumar Das,Jamshedpur,India,Left Wing,"[""statsbomb_open_data""]"
3814,Riyad Mahrez,Leicester City,Algeria,Right Midfield,"[""statsbomb_open_data""]"
51470,Riyadh Sharahili,Saudi Arabia,Saudi Arabia,Left Back,"[""statsbomb_open_data""]"
6646,Riza Durmisi,Real Betis,Denmark,Left Wing Back,"[""statsbomb_open_data""]"
402657,Rkia Mazrouai,Morocco Women's,Morocco,,"[""statsbomb_open_data""]"
135271,Roan Roberto Wilson Gordon,Costa Rica,Costa Rica,Left Defensive Midfield,"[""statsbomb_open_data""]"
3096,Rob Elliot,Newcastle United,Ireland,Goalkeeper,"[""statsbomb_open_data""]"
397808,Rob Rensenbrink,Netherlands,Netherlands,Left Wing,"[""statsbomb_open_data""]"
15399,Robbie Fowler,Manchester City,England,Left Center Midfield,"[""statsbomb_open_data""]"
11348,Robbie Keane,Tottenham Hotspur,Ireland,Left Center Forward,"[""statsbomb_open_data""]"
5494,Robbie Kruse,Bayer Leverkusen,Australia,Center Attacking Midfield,"[""statsbomb_open_data""]"
36149,Robbie Robinson Belmar,Inter Miami,United States of America,Left Wing,"[""statsbomb_open_data""]"
40290,Robbie Savage,Birmingham City,Wales,Left Center Midfield,"[""statsbomb_open_data""]"
25352,Robert Abel Arboleda Escobar,Ecuador,Ecuador,,"[""statsbomb_open_data""]"
386640,Robert Acquafresca,Bologna,Italy,Right Center Forward,"[""statsbomb_open_data""]"
39704,Robert Alfred ''Bobby' Smith,NY Cosmos,England,Right Back,"[""statsbomb_open_data""]"
9195,Robert Andrich,Bayer Leverkusen,Germany,Left Wing,"[""statsbomb_open_data""]"
8394,Robert Bauer,Ingolstadt,Germany,Right Center Midfield,"[""statsbomb_open_data""]"
4601,Robert Berič,Saint-Étienne,Slovenia,Left Wing,"[""statsbomb_open_data""]"
10967,Robert Brady,Norwich City,Ireland,Left Back,"[""statsbomb_open_data""]"
30911,Robert Gucher,Frosinone,Austria,Left Defensive Midfield,"[""statsbomb_open_data""]"
4682,Robert Gumny,Poland,Poland,Left Center Midfield,"[""statsbomb_open_data""]"
40123,Robert Huth,Chelsea,Germany,Left Center Back,"[""statsbomb_open_data""]"
18721,Robert Ibáñez Castro,Getafe,Spain,Right Midfield,"[""statsbomb_open_data""]"
41920,Robert Ivanov,Finland,Finland,,"[""statsbomb_open_data""]"
397705,Robert Jonquet,France,France,Left Center Back,"[""statsbomb_open_data""]"
3666,Robert Kenedy Nunes do Nascimento,Getafe,Brazil,Left Back,"[""statsbomb_open_data""]"
5668,Robert Lewandowski,Borussia Dortmund,Poland,Center Forward,"[""statsbomb_open_data""]"
9843,Robert Lynch Sanchez,Spain,Spain,,"[""statsbomb_open_data""]"
397716,Robert Mouynet,France,France,,"[""statsbomb_open_data""]"
47375,Robert Navarro Muñoz,Real Sociedad,Spain,Right Center Midfield,"[""statsbomb_open_data""]"
19312,Robert Pirès,Arsenal,France,Left Midfield,"[""statsbomb_open_data""]"
16294,Robert Skov,Denmark,Denmark,Right Wing,"[""statsbomb_open_data""]"
29946,Robert Taylor,Finland,Finland,Right Wing Back,"[""statsbomb_open_data""]"
26450,Robert de Pinho de Souza,Real Betis,Brazil,Right Wing,"[""statsbomb_open_data""]"
23974,Roberto Antonio Correa Silva,Espanyol,Spain,Right Wing,"[""statsbomb_open_data""]"
397735,Roberto Bettega,Juventus,Italy,Left Wing,"[""statsbomb_open_data""]"
39717,Roberto Boninsegna,Inter Milan,Italy,Center Forward,"[""statsbomb_open_data""]"
24686,Roberto Canella Suárez,Sporting Gijón,Spain,Left Back,"[""statsbomb_open_data""]"
26427,Roberto Carlos Abbondanzieri,Getafe,Argentina,Goalkeeper,"[""statsbomb_open_data""]"
26375,Roberto Carlos Alvarado Hernández,Mexico,Mexico,Left Wing,"[""statsbomb_open_data""]"
47055,Roberto Carlos Fernández Toro,Bolivia,Bolivia,Left Wing Back,"[""statsbomb_open_data""]"
398661,Roberto Carlos Montserrat,River Plate,Argentina,Right Center Midfield,"[""statsbomb_open_data""]"
25926,Roberto Carlos da Silva,Real Madrid,Brazil,Left Back,"[""statsbomb_open_data""]"
398873,Roberto Chale Olarte,Peru,Peru,Right Defensive Midfield,"[""statsbomb_open_data""]"
296873,Roberto Crivello,Frosinone,Italy,Left Back,"[""statsbomb_open_data""]"
26016,Roberto Fabián Ayala,Valencia,Argentina,Left Center Back,"[""statsbomb_open_data""]"
26659,Roberto Fernández Alvarellos,Granada,Spain,Goalkeeper,"[""statsbomb_open_data""]"
3535,Roberto Firmino Barbosa de Oliveira,Liverpool,Brazil,Center Forward,"[""statsbomb_open_data""]"
7003,Roberto Gagliardini,Atalanta,Italy,Center Attacking Midfield,"[""statsbomb_open_data""]"
39828,Roberto Galia,Juventus,Italy,Left Center Back,"[""statsbomb_open_data""]"
8918,Roberto Hilbert,Bayer Leverkusen,Germany,Right Back,"[""statsbomb_open_data""]"
7043,Roberto Inglese,Chievo,Italy,Right Center Forward,"[""statsbomb_open_data""]"
6571,Roberto Jiménez Gago,Espanyol,Spain,Goalkeeper,"[""statsbomb_open_data""]"
6569,Roberto José Rosales Altuve,Espanyol,Venezuela (Bolivarian Republic),Right Wing Back,"[""statsbomb_open_data""]"
27054,Roberto Lago Soto,Getafe,Spain,Left Back,"[""statsbomb_open_data""]"
36271,Roberto Lopes,Cape Verde Islands,Cape Verde,Left Center Back,"[""statsbomb_open_data""]"
397633,Roberto Lopes de Miranda,Brazil,Brazil,Center Forward,"[""statsbomb_open_data""]"
15656,Roberto Luis Gaspar de Deus Severo,Recreativo Huelva,Portugal,Left Center Back,"[""statsbomb_open_data""]"
22801,Roberto López Alcaide,Real Sociedad,Spain,,"[""statsbomb_open_data""]"
26711,Roberto López Esquiroz,Osasuna,Spain,Right Center Midfield,"[""statsbomb_open_data""]"
398077,Roberto Marcelo Telch,Argentina,Argentina,Left Defensive Midfield,"[""statsbomb_open_data""]"
26478,Roberto Martínez Rípodas,Athletic Club,Spain,Right Center Midfield,"[""statsbomb_open_data""]"
397642,Roberto Matosas,Uruguay,Uruguay,Left Center Back,"[""statsbomb_open_data""]"
3579,Roberto Maximiliano Pereyra,Juventus,Argentina,Secondary Striker,"[""statsbomb_open_data""]"
398596,Roberto Mouzo,Boca Juniors,Argentina,Right Center Back,"[""statsbomb_open_data""]"
39646,Roberto Néstor Sensini,Argentina,Argentina,,"[""statsbomb_open_data""]"
398070,Roberto Perfumo,Argentina,Argentina,Center Back,"[""statsbomb_open_data""]"
33431,Roberto Pirrello,Palermo,Italy,,"[""statsbomb_open_data""]"
399193,Roberto Ranieri,Atalanta,Italy,,"[""statsbomb_open_data""]"
397630,Roberto Rivelino,Brazil,Brazil,Left Midfield,"[""statsbomb_open_data""]"
6914,Roberto Román Triguero,Rayo Vallecano,Spain,Right Back,"[""statsbomb_open_data""]"
397680,Roberto Rosato,Italy,Italy,Center Back,"[""statsbomb_open_data""]"
22332,Roberto Santamaría Cipriain,Huesca,Spain,,"[""statsbomb_open_data""]"
26009,Roberto Soldado Rillo,Villarreal,Spain,Right Center Forward,"[""statsbomb_open_data""]"
6759,Roberto Soriano,Villarreal,Italy,Left Midfield,"[""statsbomb_open_data""]"
6807,Roberto Suárez Pier,Levante UD,Spain,Left Center Back,"[""statsbomb_open_data""]"
25965,Roberto Suárez Álvarez,Cádiz,Spain,Right Defensive Midfield,"[""statsbomb_open_data""]"
23947,Roberto Torres Morales,Osasuna,Spain,Center Attacking Midfield,"[""statsbomb_open_data""]"
26848,Roberto Trashorras Gayoso,Rayo Vallecano,Spain,Right Defensive Midfield,"[""statsbomb_open_data""]"
39824,Roberto Tricella,Juventus,Italy,Center Defensive Midfield,"[""statsbomb_open_data""]"
30928,Roberto Vitiello,Palermo,Italy,Right Center Back,"[""statsbomb_open_data""]"
22128,Robin Aime Robert Le Normand,Real Sociedad,France,Left Center Back,"[""statsbomb_open_data""]"
6985,Robin Gosens,Germany,Germany,Left Wing Back,"[""statsbomb_open_data""]"
11399,Robin Hack,Borussia Mönchengladbach,Germany,Left Wing,"[""statsbomb_open_data""]"
81330,Robin Hranáč,Czech Republic,Czech Republic,Center Back,"[""statsbomb_open_data""]"
8239,Robin Knoche,Wolfsburg,Germany,Left Center Back,"[""statsbomb_open_data""]"
13294,Robin Koch,Germany,Germany,Center Back,"[""statsbomb_open_data""]"
24321,Robin Lod,Finland,Finland,Right Center Midfield,"[""statsbomb_open_data""]"
21792,Robin Maulun,Bordeaux,France,Right Center Back,"[""statsbomb_open_data""]"
5622,Robin Olsen,Sweden,Sweden,Goalkeeper,"[""statsbomb_open_data""]"
8552,Robin Quaison,Sweden,Sweden,Right Center Forward,"[""statsbomb_open_data""]"
287392,Robin Risser,Strasbourg,France,,"[""statsbomb_open_data""]"
19405,Robin Zentner,FSV Mainz 05,Germany,Goalkeeper,"[""statsbomb_open_data""]"
271579,Robson Matheus Tome de Araujo Benegas,Bolivia,Bolivia,,"[""statsbomb_open_data""]"
402121,Robyn Kimberly Moodaly,South Africa Women's,South Africa,Right Defensive Midfield,"[""statsbomb_open_data""]"
48396,Rocco Reitz,Borussia Mönchengladbach,Germany,Left Defensive Midfield,"[""statsbomb_open_data""]"
162751,Rochharzela Rochharzela,NorthEast United,India,Right Midfield,"[""statsbomb_open_data""]"
25684,Rocio Andrea Soto Collao,Chile Women's,Chile,Right Center Midfield,"[""statsbomb_open_data""]"
23913,Rocky Bushiri,Congo DR,"Congo, (Kinshasa)",,"[""statsbomb_open_data""]"
50153,Rocío Gálvez Luna,Spain Women's,Spain,Left Center Back,"[""statsbomb_open_data""]"
7808,Roderic Filippi,Gazélec Ajaccio,France,Right Center Back,"[""statsbomb_open_data""]"
22256,Roderick Alonso Miller Molina,Panama,Panama,Left Center Back,"[""statsbomb_open_data""]"
68505,Roderick Kabwe,Zambia,Zambia,Left Back,"[""statsbomb_open_data""]"
6326,Rodney Wallace,Costa Rica,Costa Rica,Left Wing,"[""statsbomb_open_data""]"
397654,Rodolfo Ariel Sandoval,Uruguay,Uruguay,,"[""statsbomb_open_data""]"
25987,Rodolfo Bodipo Díaz,Deportivo Alavés,Equatorial Guinea,Left Center Forward,"[""statsbomb_open_data""]"
28522,Rodolfo Cota Robles,Mexico,Mexico,,"[""statsbomb_open_data""]"
25935,Rodolfo Martín Arruabarrena,Boca Juniors,Argentina,Left Wing Back,"[""statsbomb_open_data""]"
10605,Rodrigo Andrés Battaglia,Deportivo Alavés,Argentina,Center Defensive Midfield,"[""statsbomb_open_data""]"
5260,Rodrigo Bentancur Colmán,Uruguay,Uruguay,Center Defensive Midfield,"[""statsbomb_open_data""]"
35738,Rodrigo Eduardo Echeverría Sáez,Chile,Chile,Right Defensive Midfield,"[""statsbomb_open_data""]"
6636,Rodrigo Ely,Deportivo Alavés,Brazil,Center Back,"[""statsbomb_open_data""]"
6765,Rodrigo Hernández Cascante,Atlético Madrid,Spain,Right Center Midfield,"[""statsbomb_open_data""]"
7797,Rodrigo Javier De Paul,Valencia,Argentina,Left Wing,"[""statsbomb_open_data""]"
113712,Rodrigo Luis Ramallo Cornejo,Bolivia,Bolivia,Right Wing,"[""statsbomb_open_data""]"
62016,Rodrigo Mario Morínigo Acosta,Paraguay,Paraguay,Goalkeeper,"[""statsbomb_open_data""]"
5718,Rodrigo Moreno Machado,Valencia,Spain,Left Center Forward,"[""statsbomb_open_data""]"
24145,Rodrigo Ríos Lozano,Almería,Spain,Center Forward,"[""statsbomb_open_data""]"
37999,Rodrigo Sebastián Aguirre Soto,Udinese,Uruguay,Right Center Midfield,"[""statsbomb_open_data""]"
7165,Rodrigo Sebastián Palacio,Inter Milan,Argentina,Right Center Forward,"[""statsbomb_open_data""]"
41083,Rodrigo Sánchez Rodriguez,Real Betis,Spain,Left Wing,"[""statsbomb_open_data""]"
17818,Rodrigo Tarín Higón,Leganés,Spain,Right Center Back,"[""statsbomb_open_data""]"
3020,Rodrigue Casimir Ninga,Montpellier,Chad,Left Defensive Midfield,"[""statsbomb_open_data""]"
25104,Rodrygo Silva de Goes,Real Madrid,Brazil,Center Attacking Midfield,"[""statsbomb_open_data""]"
400654,Roel Brouwers,Borussia Mönchengladbach,Netherlands,Right Center Back,"[""statsbomb_open_data""]"
354840,Rofiat Adenike Imuran,Nigeria Women's,Nigeria,,"[""statsbomb_open_data""]"
26318,Rogelio Gabriel Funes Mori,Mexico,Mexico,Right Defensive Midfield,"[""statsbomb_open_data""]"
16024,Roger Claver Assalé Djapone,Leganés,Côte d'Ivoire,Left Center Forward,"[""statsbomb_open_data""]"
25929,Roger García Junyent,Villarreal,Spain,Left Back,"[""statsbomb_open_data""]"
397715,Roger Marche,France,France,,"[""statsbomb_open_data""]"
6684,Roger Martí Salvador,Levante UD,Spain,Right Center Midfield,"[""statsbomb_open_data""]"
397711,Roger Piantoni,France,France,Left Defensive Midfield,"[""statsbomb_open_data""]"
40459,Roger de Oliveira Bernardo,Ingolstadt,Brazil,Center Defensive Midfield,"[""statsbomb_open_data""]"
7116,Rogério Oliveira da Silva,Wolfsburg,Brazil,,"[""statsbomb_open_data""]"
40316,Rohan Ricketts,Tottenham Hotspur,England,Left Center Midfield,"[""statsbomb_open_data""]"
164491,Rohit Danu,Hyderabad,India,Left Wing,"[""statsbomb_open_data""]"
169441,Rohit Kumar,Bengaluru,India,Left Defensive Midfield,"[""statsbomb_open_data""]"
16718,Roland Conde Lamah,Osasuna,Belgium,Left Wing,"[""statsbomb_open_data""]"
39838,Roland Grahammer,Bayern Munich,Germany,Right Center Back,"[""statsbomb_open_data""]"
19316,Roland Sallai,Hungary,Hungary,Right Center Forward,"[""statsbomb_open_data""]"
397853,Roland Sandberg,Sweden,Sweden,Right Center Forward,"[""statsbomb_open_data""]"
32395,Roland Varga,Hungary,Hungary,Center Defensive Midfield,"[""statsbomb_open_data""]"
39837,Roland Wohlfarth,Bayern Munich,Germany,Left Center Forward,"[""statsbomb_open_data""]"
3391,Rolando Aarons,Newcastle United,England,Left Back,"[""statsbomb_open_data""]"
19813,Rolando Jorge Pires da Fonseca,Marseille,Portugal,Left Center Back,"[""statsbomb_open_data""]"
33205,Roli Pereira de Sa,Nantes,France,Right Center Midfield,"[""statsbomb_open_data""]"
15296,Romain Alessandrini,Marseille,France,Right Wing,"[""statsbomb_open_data""]"
13332,Romain Brégerie,Ingolstadt,France,Center Forward,"[""statsbomb_open_data""]"
4475,Romain Danzé,Rennes,France,Right Defensive Midfield,"[""statsbomb_open_data""]"
7322,Romain Del Castillo,Stade Brestois,France,Left Midfield,"[""statsbomb_open_data""]"
22319,Romain Faivre,Lyon,France,Right Attacking Midfield,"[""statsbomb_open_data""]"
2971,Romain Genevois,OGC Nice,Haiti,Right Center Back,"[""statsbomb_open_data""]"
4260,Romain Hamouma,Saint-Étienne,France,Right Defensive Midfield,"[""statsbomb_open_data""]"
19598,Romain Jules Salin,Rennes,France,,"[""statsbomb_open_data""]"
7338,Romain Philippoteaux,Lorient,France,Center Forward,"[""statsbomb_open_data""]"
5219,Romain Saïss,Angers,Morocco,Center Defensive Midfield,"[""statsbomb_open_data""]"
3549,Romain Thomas,Angers,France,Left Center Back,"[""statsbomb_open_data""]"
23725,Roman Bezus,Ukraine,Ukraine,Right Center Midfield,"[""statsbomb_open_data""]"
8225,Roman Bürki,Borussia Dortmund,Switzerland,Goalkeeper,"[""statsbomb_open_data""]"
224799,Roman Celentano,Cincinnati,United States of America,Goalkeeper,"[""statsbomb_open_data""]"
44212,Roman Evgenjev,Russia,Russia,,"[""statsbomb_open_data""]"
16534,Roman Neustädter,Schalke 04,Russia,Left Center Back,"[""statsbomb_open_data""]"
400083,Roman Tchanturia,Empoli,Georgia,,"[""statsbomb_open_data""]"
12424,Roman Weidenfeller,Borussia Dortmund,Germany,Goalkeeper,"[""statsbomb_open_data""]"
23649,Roman Yaremchuk,Ukraine,Ukraine,Center Forward,"[""statsbomb_open_data""]"
5171,Roman Zobnin,Russia,Russia,Right Wing,"[""statsbomb_open_data""]"
11001,Roman Zozulya,Real Betis,Ukraine,,"[""statsbomb_open_data""]"
8784,Romano Schmid,Werder Bremen,Austria,Left Center Midfield,"[""statsbomb_open_data""]"
12803,Romario Andrés Ibarra Mina,Ecuador,Ecuador,Right Attacking Midfield,"[""statsbomb_open_data""]"
3289,Romelu Lukaku Menama,Everton,Belgium,Center Forward,"[""statsbomb_open_data""]"
402467,Romina Stefania Núñez,Argentina Women's,Argentina,Right Wing,"[""statsbomb_open_data""]"
4378,Rominigue Kouamé N''Guessan,Troyes,Mali,Right Defensive Midfield,"[""statsbomb_open_data""]"
5635,Román Aureliano Torres Morcillo,Panama,Panama,Right Center Back,"[""statsbomb_open_data""]"
26242,Román Fernando Martínez,Espanyol,Argentina,Right Center Midfield,"[""statsbomb_open_data""]"
